Fid,lat,lng,road_desc,zip,timeStamp,twp,addr,outcome_of_incident,traffic_status,traffic_occured_by,area_accident_occured,Label
10.42.0.151-119.146.74.31-39338-443-6,40.1652088,-75.2071308,BUTLER PIKE & SUSQUEHANNA RD; UPPER DUBLIN; 2022-12-11 @ 20:11:02;,19002,11-12-22 20:11,UPPER DUBLIN,BUTLER PIKE & SUSQUEHANNA RD,Death,Medium,Vehicle with vehicle collision, Industrial areas,1
183.79.250.251-10.42.0.211-443-54390-6,40.0056436,-75.2219357,BELMONT AVE & ST ASAPHS RD; LOWER MERION; 2022-12-11 @ 20:18:00-Station:STA28;,19004,11-12-22 20:18,LOWER MERION,BELMONT AVE & ST ASAPHS RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.211-10.42.0.1-21114-53-17,40.2163198,-75.4450463,PERKIOMEN CREEK RD & MOUNTAINTOP DR; SKIPPACK; 2022-12-11 @ 20:29:03;,19426,11-12-22 20:29,SKIPPACK,PERKIOMEN CREEK RD & MOUNTAINTOP DR,Death,Medium,Vehicle with vehicle collision,School areas,1
172.217.11.46-10.42.0.211-443-45817-6,40.2239516,-75.3470852,MORRIS RD & HENNING WAY;  TOWAMENCIN; Station 345B; 2022-12-11 @ 20:27:56;,19446,11-12-22 20:27,TOWAMENCIN,MORRIS RD & HENNING WAY,Greviously Injured,High,Vehicle with vehicle collision,Other,2
172.217.10.33-10.42.0.211-443-41427-6,40.2239516,-75.3470852,MORRIS RD & HENNING WAY; TOWAMENCIN; 2022-12-11 @ 20:28:55;,19446,11-12-22 20:28,TOWAMENCIN,MORRIS RD & HENNING WAY,Minor Injury,High,Vehicle with vehicle collision, Church areas,0
216.58.217.132-10.42.0.42-443-50402-6,40.2239516,-75.3470852,MORRIS RD & HENNING WAY; TOWAMENCIN; 2022-12-11 @ 20:33:56-Station:STA76;,19446,11-12-22 20:33,TOWAMENCIN,MORRIS RD & HENNING WAY,Death,Medium,Vehicle with vehicle collision,Office areas,1
10.42.0.151-10.42.0.1-13577-53-17,40.251523,-75.329557,CARPENTER LN & DEAD END;  TOWAMENCIN; Station 345B; 2022-12-11 @ 20:35:37;,,11-12-22 20:35,TOWAMENCIN,CARPENTER LN & DEAD END,Greviously Injured,High,Vehicle with vehicle collision,Other,2
172.217.12.206-10.42.0.151-443-40428-17,40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD; LOWER PROVIDENCE; 2022-12-11 @ 20:37:54-Station:STA53;,19403,11-12-22 20:37,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,Death,Medium,Vehicle with vehicle collision,Other,1
172.217.7.164-10.42.0.211-443-51493-6,40.1258785,-75.0861109,WELSH RD & WALLER DR; LOWER MORELAND; 2022-12-11 @ 20:54:34;,19006,11-12-22 20:54,LOWER MORELAND,WELSH RD & WALLER DR,Minor Injury,High,Collision with pedestrians,Other,0
10.42.0.151-10.42.0.1-39739-53-17,39.9922519,-75.2544548,WYNNEWOOD RD & S LATCHS LN;  LOWER MERION; Station 313; 2022-12-11 @ 21:00:33;,19096,11-12-22 21:00,LOWER MERION,WYNNEWOOD RD & S LATCHS LN,Greviously Injured,High,Collision with roadside objects,Other,2
10.42.0.211-118.242.24.59-37932-18013-6,40.155827,-75.3652085,GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; Station 308B; 2022-12-11 @ 20:58:02;,19403,11-12-22 20:58,EAST NORRITON,GERMANTOWN PIKE & BRIDLE PATH RD,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
10.42.0.151-106.11.94.1-44178-443-6,40.1695156,-75.0686708,COUNTY LINE RD & SHOEMAKER RD; UPPER MORELAND; 2022-12-11 @ 21:02:20;,19006,11-12-22 21:02,UPPER MORELAND,COUNTY LINE RD & SHOEMAKER RD,Death,High,Vehicle with vehicle collision,Residential areas,1
10.42.0.42-72.21.207.79-52440-443-6,40.1580254,-75.2992999,DEKALB PIKE & JOLLY RD; WHITPAIN; 2022-12-11 @ 21:01:43;,19422,11-12-22 21:01,WHITPAIN,DEKALB PIKE & JOLLY RD,Minor Injury,High,Collision with roadside objects,Office areas,0
10.42.0.42-52.71.92.11-40584-443-6,40.1208914,-75.0688687,WELSH RD & CARSON TER; LOWER MORELAND; 2022-12-11 @ 21:10:11;,19006,11-12-22 21:10,LOWER MORELAND,WELSH RD & CARSON TER,Death,Medium,Vehicle with vehicle collision,Other,1
172.217.7.2-10.42.0.211-443-42539-6,40.2365815,-75.3007353,ALLENTOWN RD & BREEZEWOOD LN; UPPER GWYNEDD; 2022-12-11 @ 21:13:49;,19446,11-12-22 21:13,UPPER GWYNEDD,ALLENTOWN RD & BREEZEWOOD LN,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
10.42.0.151-10.42.0.1-30293-53-17,40.1617309,-75.2955376,DEKALB PIKE & CHERRY LN; WHITPAIN; 2022-12-11 @ 21:01:43;,19422,11-12-22 21:01,WHITPAIN,DEKALB PIKE & CHERRY LN,Minor Injury,High,Collision with pedestrians,Other,0
172.217.6.196-10.42.0.42-443-49331-6,40.3400721,-75.5917092,RAMP RT73 TO RT100  & RT100 SB; DOUGLASS; 2022-12-11 @ 21:21:14-Station:STA67;,,11-12-22 21:21,DOUGLASS,RAMP RT73 TO RT100  & RT100 SB,Greviously Injured,Medium,Vehicle with vehicle collision, Church areas,2
203.130.53.126-10.42.0.211-80-51943-6,40.3400721,-75.5917092,RAMP RT73 TO RT100  & RT100 SB; DOUGLASS; 2022-12-11 @ 21:11:18;,,11-12-22 21:11,DOUGLASS,RAMP RT73 TO RT100  & RT100 SB,Minor Injury,High,Collision with pedestrians,Office areas,0
182.22.24.124-10.42.0.211-443-53919-6,40.2195658,-75.2203898,DRAKE LN & THAMES DR; MONTGOMERY; 2022-12-11 @ 21:34:50-Station:STA18;,19454,11-12-22 21:34,MONTGOMERY,DRAKE LN & THAMES DR,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
216.58.219.238-10.42.0.151-443-60241-6,40.1515127,-75.1927847,TRESSLER DR & SHAW DR;  UPPER DUBLIN; Station 351; 2022-12-11 @ 21:46:07;,19034,11-12-22 21:46,UPPER DUBLIN,TRESSLER DR & SHAW DR,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-47.88.68.22-42294-443-6,40.0972222,-75.3761952,HILLSIDE RD & DEAD END;  UPPER MERION; Station 317; 2022-12-11 @ 21:49:00;,,11-12-22 21:49,UPPER MERION,HILLSIDE RD & DEAD END,Death,High,Collision with roadside objects,School areas,1
10.42.0.151-10.42.0.1-35794-53-17,40.0746954,-75.3054689,FAYETTE ST & W 2ND AVE; CONSHOHOCKEN; 2022-12-11 @ 21:53:45-Station:STA36;,19428,11-12-22 21:53,CONSHOHOCKEN,FAYETTE ST & W 2ND AVE,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
172.217.12.170-10.42.0.151-443-58962-6,40.0872847,-75.2930869,BUTLER PIKE & E NORTH LN; WHITEMARSH; 2022-12-11 @ 22:00:52;,19428,11-12-22 22:00,WHITEMARSH,BUTLER PIKE & E NORTH LN,Death,High,Vehicle with vehicle collision,School areas,1
10.42.0.151-38.72.130.155-56912-443-6,40.0059715,-75.2435911,RAMP MATSONSFORD RD TO I476  & MATSONS FORD RD; LOWER MERION; 2022-12-11 @ 22:08:44;,19004,11-12-22 22:08,LOWER MERION,RAMP MATSONSFORD RD TO I476  & MATSONS FORD RD,Greviously Injured,Medium,Vehicle with vehicle collision,Residential areas,2
10.42.0.42-123.125.115.164-52194-443-6,40.2290075,-75.3878525,COUNTY LINE RD & RR CROSSING;  BUCKS COUNTY; Station EMS; 2022-12-11 @ 22:19:44;,,11-12-22 22:19,BUCKS COUNTY,COUNTY LINE RD & RR CROSSING,Minor Injury,High,Collision with pedestrians,Office areas,0
172.217.10.35-10.42.0.42-443-49916-6,40.1641285,-75.476484,S COLLEGEVILLE RD & TOWN CENTER DR; UPPER PROVIDENCE; 2022-12-11 @ 22:18:49;,19426,11-12-22 22:18,UPPER PROVIDENCE,S COLLEGEVILLE RD & TOWN CENTER DR,Death,High,Collision with roadside objects,Office areas,1
183.79.250.251-10.42.0.211-443-54355-6,40.1165291,-75.1687182,S LIMEKILN PIKE & CHELSEA AVE; UPPER DUBLIN; 2022-12-11 @ 22:20:06;,19038,11-12-22 22:20,UPPER DUBLIN,S LIMEKILN PIKE & CHELSEA AVE,Greviously Injured,Medium,Collision with pedestrians, Church areas,2
158.85.58.124-10.42.0.42-443-36666-6,40.1256093,-75.1654547,S LIMEKILN PIKE;  UPPER DUBLIN; Station 383; 2022-12-11 @ 22:28:29;,,11-12-22 22:28,UPPER DUBLIN,S LIMEKILN PIKE,Death,High,Vehicle with vehicle collision,Residential areas,1
10.42.0.211-123.125.46.112-52988-80-6,40.1165291,-75.1687182,S LIMEKILN PIKE & CHELSEA AVE; UPPER DUBLIN; 2022-12-11 @ 22:29:07;,19038,11-12-22 22:29,UPPER DUBLIN,S LIMEKILN PIKE & CHELSEA AVE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.151-65.55.223.40-43477-40031-17,40.0929049,-75.2617156,GERMANTOWN PIKE & JOSHUA RD; WHITEMARSH; 2022-12-11 @ 22:30:08;,19444,11-12-22 22:30,WHITEMARSH,GERMANTOWN PIKE & JOSHUA RD,Greviously Injured,Medium,Vehicle with vehicle collision,Residential areas,2
10.42.0.211-23.206.125.17-38378-80-6,40.2543376,-75.5730758,OAKDALE DR & WOODMERE RD; LOWER POTTSGROVE; 2022-12-11 @ 22:50:53-Station:STA58;,19464,11-12-22 22:50,LOWER POTTSGROVE,OAKDALE DR & WOODMERE RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.211-14.204.144.142-37375-80-6,40.1429112,-75.2611439,ROMSEY DR & DUNDEE DR;  WHITPAIN; Station 385; 2022-12-11 @ 22:50:08;,19422,11-12-22 22:50,WHITPAIN,ROMSEY DR & DUNDEE DR,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.151-10.42.0.1-27341-53-17,40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2022-12-11 @ 22:48:28;,19406,11-12-22 22:48,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,Minor Injury,Medium,Collision with roadside objects,Residential areas,0
10.42.0.211-64.71.142.124-33654-443-6,40.2543376,-75.5730758,OAKDALE DR & WOODMERE RD;  LOWER POTTSGROVE; Station 329; 2022-12-11 @ 22:51:04;,19464,11-12-22 22:51,LOWER POTTSGROVE,OAKDALE DR & WOODMERE RD,Death,High,Collision with roadside objects, Industrial areas,1
10.42.0.211-10.42.0.1-63572-53-17,40.2543376,-75.5730758,OAKDALE DR & WOODMERE RD; LOWER POTTSGROVE; 2022-12-11 @ 22:51:25;,19464,11-12-22 22:51,LOWER POTTSGROVE,OAKDALE DR & WOODMERE RD,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
182.22.24.124-10.42.0.211-443-41764-6,40.1082672,-75.3062326,RAMP I476 NB TO CHEMICAL RD & BLUEROUTE NB; PLYMOUTH; 2022-12-11 @ 22:52:50;,,11-12-22 22:52,PLYMOUTH,RAMP I476 NB TO CHEMICAL RD & BLUEROUTE NB,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
172.217.3.97-10.42.0.211-443-34856-6,40.1074003,-75.113206,THE FAIRWAY  & RYDAL RD; ABINGTON; 2022-12-11 @ 22:54:16-Station:STA100;,19046,11-12-22 22:54,ABINGTON,THE FAIRWAY  & RYDAL RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
192.229.173.173-10.42.0.151-80-44108-6,40.1147453,-75.2854469,W GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2022-12-11 @ 22:52:59;,19462,11-12-22 22:52,PLYMOUTH,W GERMANTOWN PIKE & LAUNFALL RD,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.151-10.42.0.1-20625-53-17,40.253961,-75.6511878,REYNOLDS AVE & JOHNSON ST;  POTTSTOWN; Station 329; 2022-12-11 @ 23:09:33;,19464,11-12-22 23:09,POTTSTOWN,REYNOLDS AVE & JOHNSON ST,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
172.217.10.110-10.42.0.151-443-52021-6,40.1038678,-75.1297875,WANAMAKER RD & BAEDER RD;  ABINGTON; Station 382; 2022-12-11 @ 23:12:39;,19046,11-12-22 23:12,ABINGTON,WANAMAKER RD & BAEDER RD,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-104.192.110.245-41360-80-6,40.2465386,-75.6488196,KING ST & PENN ST;  POTTSTOWN; Station 329; 2022-12-11 @ 23:15:17;,19464,11-12-22 23:15,POTTSTOWN,KING ST & PENN ST,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.151-52.94.232.32-41797-443-6,40.1001509,-75.1517694,GLENSIDE AVE & NEW ST;  CHELTENHAM; Station 358A; 2022-12-11 @ 23:40:37;,19038,11-12-22 23:40,CHELTENHAM,GLENSIDE AVE & NEW ST,Greviously Injured,Medium,Vehicle with vehicle collision,Other,2
10.42.0.211-104.192.110.245-33371-443-6,40.3379554,-75.5691323,HOFFMANSVILLE RD & KULPS RD;  NEW HANOVER; Station 332; 2022-12-11 @ 23:39:18;,18074,11-12-22 23:39,NEW HANOVER,HOFFMANSVILLE RD & KULPS RD,Minor Injury,High,Vehicle with vehicle collision,Residential areas,0
10.42.0.211-119.146.74.33-38582-443-6,40.129867,-75.349593,STERIGERE ST & BUTTONWOOD ST; NORRISTOWN; 2022-12-11 @ 23:46:56;,19401,11-12-22 23:46,NORRISTOWN,STERIGERE ST & BUTTONWOOD ST,Death,High,Vehicle with vehicle collision,Other,1
172.217.12.129-10.42.0.211-443-42797-6,40.2353731,-75.2247509,STUMP RD & HORSHAM RD;  MONTGOMERY; Station 345A; 2022-12-11 @ 23:58:50;,19454,11-12-22 23:58,MONTGOMERY,STUMP RD & HORSHAM RD,Minor Injury,Medium,Other,Other,0
157.240.2.35-10.42.0.151-443-37580-6,40.0117673,-75.2946732,MONTGOMERY AVE & WOODSIDE RD;  LOWER MERION; Station 313; 2022-12-12 @ 00:15:12;,19041,12-12-22 0:15,LOWER MERION,MONTGOMERY AVE & WOODSIDE RD,Death,High,Vehicle with vehicle collision,Office areas,1
10.42.0.211-14.204.144.142-37375-80-6,40.1241473,-75.0609301,RED LION RD & MURRAY AVE;  LOWER MORELAND; Station 355; 2022-12-12 @ 00:25:14;,19006,12-12-22 0:25,LOWER MORELAND,RED LION RD & MURRAY AVE,Greviously Injured,Medium,Collision with roadside objects,Office areas,2
172.217.12.202-10.42.0.151-443-44896-6,40.2513703,-75.4657098,PERKIOMEN AVE & 3RD ST; SCHWENKSVILLE; 2022-12-12 @ 00:29:36-Station:STA73;,19473,12-12-22 0:29,SCHWENKSVILLE,PERKIOMEN AVE & 3RD ST,Minor Injury,Medium,Vehicle with vehicle collision, Church areas,0
182.22.24.124-10.42.0.211-443-41863-6,40.2604599,-75.4553758,PARK AVE & PENNYPACKER RD; PERKIOMEN; 2022-12-12 @ 00:36:21;,19473,12-12-22 0:36,PERKIOMEN,PARK AVE & PENNYPACKER RD,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
172.217.12.194-10.42.0.151-443-57097-6,40.03813,-75.258681,HAGYS FORD RD & CHERMAR LN;  LOWER MERION; Station 313; 2022-12-12 @ 00:46:59;,19072,12-12-22 0:46,LOWER MERION,HAGYS FORD RD & CHERMAR LN,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.42-23.208.87.120-57687-80-6,40.1147605,-75.3378565,MOORE ST & ARCH ST; NORRISTOWN; 2022-12-12 @ 00:51:53-Station:STA27;,19401,12-12-22 0:51,NORRISTOWN,MOORE ST & ARCH ST,Greviously Injured,Medium,Vehicle with vehicle collision,Office areas,2
8.0.6.4-8.6.0.1-0-0-0,40.2058374,-75.2656317,GWYNEDD MANOR RD & SUMNEYTOWN PIKE; UPPER GWYNEDD; 2022-12-12 @ 00:59:34;,19454,12-12-22 0:59,UPPER GWYNEDD,GWYNEDD MANOR RD & SUMNEYTOWN PIKE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.211-10.42.0.1-1739-53-17,40.1162914,-75.3316297,THOMAS ST & THOMAS CIR;  NORRISTOWN; Station 308A; 2022-12-12 @ 01:04:03;,19401,12-12-22 1:04,NORRISTOWN,THOMAS ST & THOMAS CIR,Death,High,Vehicle with vehicle collision,Residential areas,1
172.217.10.78-10.42.0.151-443-50656-6,40.0200189,-75.3340404,ROBERTS RD & CASTLEFINN LN;  DELAWARE COUNTY; Station EMS; 2022-12-12 @ 01:09:57;,19010,12-12-22 1:09,DELAWARE COUNTY,ROBERTS RD & CASTLEFINN LN,Minor Injury,Medium,Collision with roadside objects,Residential areas,0
180.149.136.194-10.42.0.211-80-50431-6,40.2948168,-75.537972,BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2022-12-12 @ 01:06:34;,18074,12-12-22 1:06,UPPER FREDERICK,BIG RD & COLONIAL RD,Death,High,Collision with roadside objects,Residential areas,1
172.217.3.99-10.42.0.151-443-59951-6,40.0755363,-75.3046354,3RD AVE & FAYETTE ST;  CONSHOHOCKEN; Station 313A; 2022-12-12 @ 01:33:27;,19428,12-12-22 1:33,CONSHOHOCKEN,3RD AVE & FAYETTE ST,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
1.31.173.114-10.42.0.151-80-37032-6,40.2464683,-75.3012762,ERIE DR & MT VERNON ST;  TOWAMENCIN; Station 345B; 2022-12-12 @ 01:46:20;,19446,12-12-22 1:46,TOWAMENCIN,ERIE DR & MT VERNON ST,Minor Injury,Medium,Collision with roadside objects,Residential areas,0
10.42.0.1-10.42.0.42-53-22870-17,40.1633929,-75.111072,S YORK RD & S WARMINSTER RD; UPPER MORELAND; 2022-12-12 @ 02:02:40;,19040,12-12-22 2:02,UPPER MORELAND,S YORK RD & S WARMINSTER RD,Minor Injury,High,Collision with roadside objects,Other,0
10.42.0.42-23.206.125.17-44341-80-6,40.1874778,-75.1779653,LANGDON AVE & GILMAN RD;  HORSHAM; Station 352; 2022-12-12 @ 02:07:57;,19044,12-12-22 2:07,HORSHAM,LANGDON AVE & GILMAN RD,Death,Medium,Vehicle with vehicle collision,Other,1
172.217.9.228-10.42.0.42-443-36078-6,40.2567791,-75.3135068,TANNER WAY & GRIST MILL DR;  TOWAMENCIN; Station 345B; 2022-12-12 @ 02:34:58;,19446,12-12-22 2:34,TOWAMENCIN,TANNER WAY & GRIST MILL DR,Greviously Injured,High,Vehicle with vehicle collision,Other,2
172.217.12.206-10.42.0.151-443-33781-6,40.2520891,-75.6458069,SPRUCE ST & JEFFERSON AVE;  POTTSTOWN; Station 329; 2022-12-12 @ 02:34:23;,19464,12-12-22 2:34,POTTSTOWN,SPRUCE ST & JEFFERSON AVE,Death,High,Collision with roadside objects,School areas,1
10.42.0.211-31.13.71.1-32957-443-6,40.2387237,-75.578516,EVERGREEN RD & W LIGHTCAP RD;  LOWER POTTSGROVE; Station 329; 2022-12-12 @ 02:47:35;,19464,12-12-22 2:47,LOWER POTTSGROVE,EVERGREEN RD & W LIGHTCAP RD,Minor Injury,Medium,Vehicle with vehicle collision,School areas,0
202.77.129.150-10.42.0.211-80-54487-6,40.1933967,-75.1580487,ENTERPRISE RD & PRIVET RD; HORSHAM; 2022-12-12 @ 03:05:52-Station:STA15;,19044,12-12-22 3:05,HORSHAM,ENTERPRISE RD & PRIVET RD,Greviously Injured,High,Vehicle with vehicle collision,School areas,2
203.205.158.56-10.42.0.151-80-42280-6,40.0896039,-75.1483371,BARKER RD & GREENWOOD AVE;  CHELTENHAM; Station 358A; 2022-12-12 @ 03:03:57;,19095,12-12-22 3:03,CHELTENHAM,BARKER RD & GREENWOOD AVE,Minor Injury,Medium,Vehicle with vehicle collision,Residential areas,0
10.42.0.42-85.93.5.109-48591-80-6,40.0896039,-75.1483371,BARKER RD & GREENWOOD AVE; CHELTENHAM; 2022-12-12 @ 03:03:46-Station:STA1;,19095,12-12-22 3:03,CHELTENHAM,BARKER RD & GREENWOOD AVE,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.211-10.42.0.1-22138-53-17,40.2522137,-75.2522111,DOYLESTOWN PIKE & COWPATH RD; MONTGOMERY; 2022-12-12 @ 03:15:48;,,12-12-22 3:15,MONTGOMERY,DOYLESTOWN PIKE & COWPATH RD,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
203.205.158.61-10.42.0.211-80-36227-6,40.1741251,-75.1250949,BLAIR MILL RD;  HORSHAM; Station 352; 2022-12-12 @ 03:22:44;,,12-12-22 3:22,HORSHAM,BLAIR MILL RD,Death,High,Vehicle with vehicle collision,Other,1
10.42.0.211-66.231.239.110-54512-443-6,40.2522137,-75.2522111,DOYLESTOWN PIKE & COWPATH RD; MONTGOMERY; 2022-12-12 @ 03:21:04-Station:STA18;,,12-12-22 3:21,MONTGOMERY,DOYLESTOWN PIKE & COWPATH RD,Greviously Injured,Medium,Collision with pedestrians,School areas,2
172.217.12.170-10.42.0.151-443-46857-6,40.2581659,-75.6406249,LOGAN ST & GAY ST;  POTTSTOWN; Station 329; 2022-12-12 @ 03:22:12;,19464,12-12-22 3:22,POTTSTOWN,LOGAN ST & GAY ST,Minor Injury,High,Vehicle with vehicle collision,Other,0
172.217.10.230-10.42.0.42-443-49107-6,40.176082,-75.1231279,BLAIR MILL RD & HORSHAM RD; HORSHAM; 2022-12-12 @ 03:22:23;,19044,12-12-22 3:22,HORSHAM,BLAIR MILL RD & HORSHAM RD,Greviously Injured,High,Collision with roadside objects, Industrial areas,2
169.54.129.41-10.42.0.151-443-32814-6,40.1364894,-75.3049702,E GERMANTOWN PIKE & ARCH RD; PLYMOUTH; 2022-12-12 @ 03:36:23;,19401,12-12-22 3:36,PLYMOUTH,E GERMANTOWN PIKE & ARCH RD,Minor Injury,Medium,Vehicle with vehicle collision,Other,0
10.42.0.151-65.55.118.92-34350-80-6,40.1685378,-75.4982005,BLACK ROCK RD & S TRAPPE RD; UPPER PROVIDENCE; 2022-12-12 @ 03:50:29-Station:STA98;,19468,12-12-22 3:50,UPPER PROVIDENCE,BLACK ROCK RD & S TRAPPE RD,Greviously Injured,High,Vehicle with vehicle collision,Office areas,2
172.217.9.238-10.42.0.211-443-49735-6,40.2467017,-75.296891,COLUMBIA AVE & S VALLEY FORGE RD;  LANSDALE; Station 345B; 2022-12-12 @ 03:56:28;,19446,12-12-22 3:56,LANSDALE,COLUMBIA AVE & S VALLEY FORGE RD,Minor Injury,High,Vehicle with vehicle collision,Other,0
10.42.0.42-66.198.24.243-33812-80-6,40.1082672,-75.3062326,BLUEROUTE  & RAMP I476 NB TO GERMANTOWN PIKE WB; PLYMOUTH; 2022-12-12 @ 04:14:03;,,12-12-22 4:14,PLYMOUTH,BLUEROUTE  & RAMP I476 NB TO GERMANTOWN PIKE WB,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.151-10.42.0.1-8257-53-17,40.1085232,-75.3200299,LUCETTA ST & HAWS ALY;  PLYMOUTH; Station 308A; 2022-12-12 @ 04:32:36;,19462,12-12-22 4:32,PLYMOUTH,LUCETTA ST & HAWS ALY,Minor Injury,High,Vehicle with vehicle collision, Outside rural areas,0
172.217.11.42-10.42.0.211-443-41744-6,40.2456734,-75.2796667,BROAD ST & E 6TH ST;  LANSDALE; Station 345; 2022-12-12 @ 04:32:03;,19446,12-12-22 4:32,LANSDALE,BROAD ST & E 6TH ST,Death,Medium,Vehicle with vehicle collision,Other,1
10.42.0.211-104.192.110.245-59651-443-6,40.079761,-75.2561115,HARTS LN & CHERRYDALE DR;  WHITEMARSH; Station 318; 2022-12-12 @ 04:39:07;,19444,12-12-22 4:39,WHITEMARSH,HARTS LN & CHERRYDALE DR,Greviously Injured,Medium,Vehicle with vehicle collision,Residential areas,2
10.42.0.151-10.42.0.1-10678-53-17,40.1585374,-75.2141231,BETHLEHEM PIKE & ARGYLE AVE; AMBLER; 2022-12-12 @ 04:42:26-Station:STA7;,19002,12-12-22 4:42,AMBLER,BETHLEHEM PIKE & ARGYLE AVE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.151-74.217.63.31-45403-443-6,40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2022-12-12 @ 05:05:24;,19438,12-12-22 5:05,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,Minor Injury,High,Vehicle with vehicle collision,Office areas,0
10.42.0.211-104.192.108.27-42226-80-6,40.0688245,-75.3112438,CRAWFORD AVE & FRONT ST; WEST CONSHOHOCKEN; 2022-12-12 @ 05:13:16;,19428,12-12-22 5:13,WEST CONSHOHOCKEN,CRAWFORD AVE & FRONT ST,Greviously Injured,Medium,Collision with roadside objects, Hospital areas,2
10.42.0.211-66.231.239.122-39623-80-6,40.079117,-75.281072,JOSHUA RD & CEDAR GROVE RD;  WHITEMARSH; Station 318; 2022-12-12 @ 05:25:34;,19444,12-12-22 5:25,WHITEMARSH,JOSHUA RD & CEDAR GROVE RD,Minor Injury,High,Vehicle with vehicle collision, Industrial areas,0
10.42.0.211-111.202.114.77-55852-443-6,40.1165845,-75.2502412,ROGERS CIR;  WHITEMARSH; Station 318; 2022-12-12 @ 05:22:51;,19462,12-12-22 5:22,WHITEMARSH,ROGERS CIR,Death,High,Collision with roadside objects,Other,1
151.101.21.140-10.42.0.211-443-57967-6,40.2605317,-75.3995089,ROGERS CIR & KNOX RD; LOWER SALFORD; 2022-12-12 @ 05:22:51;,,12-12-22 5:22,LOWER SALFORD,ROGERS CIR & KNOX RD,Minor Injury,Medium,Vehicle with vehicle collision,Office areas,0
174.35.73.148-10.42.0.211-80-49428-6,40.2287408,-75.3536231,MORRIS RD & BUSTARD RD; TOWAMENCIN; 2022-12-12 @ 05:33:37;,19446,12-12-22 5:33,TOWAMENCIN,MORRIS RD & BUSTARD RD,Death,High,Unknown,Office areas,1
10.42.0.211-64.71.142.110-55502-80-6,40.251523,-75.329557,ROGERS CIR & KNOX RD; TOWAMENCIN; 2022-12-12 @ 05:22:51;,,12-12-22 5:22,TOWAMENCIN,ROGERS CIR & KNOX RD,Greviously Injured,Medium,Unknown,Residential areas,2
10.42.0.211-66.231.239.96-40447-443-6,40.1483769,-75.1287205,W MORELAND RD;  UPPER MORELAND; Station 381; 2022-12-12 @ 05:39:25;,19090,12-12-22 5:39,UPPER MORELAND,W MORELAND RD,Minor Injury,Medium,Collision with pedestrians,Residential areas,0
10.42.0.211-10.42.0.1-51898-53-17,40.116339,-75.2486824,STENTON AVE & ROGERS CIR;  WHITEMARSH; Station 318; 2022-12-12 @ 05:22:51;,19462,12-12-22 5:22,WHITEMARSH,STENTON AVE & ROGERS CIR,Greviously Injured,High,Vehicle with vehicle collision,School areas,2
172.217.3.99-10.42.0.151-443-57848-6,40.116339,-75.2486824,STENTON AVE & ROGERS CIR; WHITEMARSH; 2022-12-12 @ 05:22:51;,19462,12-12-22 5:22,WHITEMARSH,STENTON AVE & ROGERS CIR,Minor Injury,High,Vehicle with vehicle collision,Other,0
199.16.156.43-10.42.0.151-443-57454-6,40.1741312,-75.0984907,WARMINSTER RD & BYBERRY RD; HATBORO; 2022-12-12 @ 05:51:02-Station:STA95;,19040,12-12-22 5:51,HATBORO,WARMINSTER RD & BYBERRY RD,Greviously Injured,Medium,Vehicle with vehicle collision,  Market areas,2
